id,M9_solder_measurement,M9_board_measurement,M8_solder_measurement,M8_board_measurement,M7_solder_measurement,M7_board_measurement,M9_board_measurement_sm,M9_solder_measurement_sm,M8_board_measurement_sm,M8_solder_measurement_sm,M7_board_measurement_sm,M7_solder_measurement_sm,M9_solder_simulation,M9_board_simulation,M8_solder_simulation,M8_board_simulation,M7_solder_simulation,M7_board_simulation
263,230.83786875,228.0218,223.564266666667,239.6318125,215.0038625,243.5006,225.202363650031,230.926885255452,239.813041378748,223.631282696333,243.443856273445,215.14814837637,144.446685,174.343454,134.596826,161.360525,127.694556,153.225826
264,230.712671875,224.7302,223.410809090909,238.37585,215.40160625,243.8992,222.225839200904,230.866175991683,238.377923831703,223.448827886294,243.562264486804,215.547658213924,144.87777,174.696519,134.973512,161.658314,128.0556,153.513519
265,230.587475,218.5788,223.257351515151,237.1198875,215.79935,244.6168,219.307001960304,230.778990349925,236.818085710208,223.268914687326,243.527751750849,215.932742618434,145.306369,175.045761,135.347988,161.952907,128.414527,153.798088
266,230.462278125,212.9802,223.103893939394,235.863925,216.19709375,244.0587,216.592750214434,230.635124066912,235.069443819835,223.103893939394,243.29481022568,216.313194840974,145.733631,175.847453,135.721383,162.719319,128.77242,154.564183
267,230.33708125,212.1335,222.950436363636,234.6079625,216.5948375,243.3809,214.039347220675,230.505158319385,233.099320930479,222.950436363636,242.784830269845,216.730457027489,146.161095,176.83484,136.095316,163.674738,129.13095,155.520721
268,230.211884375,213.3026,222.796978787879,233.352,216.99258125,242.24535,211.517296466003,230.418874713971,230.962018743869,222.796978787879,242.030859152359,217.178368364557,146.59301,177.555659,136.474095,164.35326,129.494396,156.195379
269,230.0866875,212.5368,222.643521212121,227.7008,217.390325,241.1098,209.044856581011,230.284869632228,228.723922463331,222.643521212121,241.154874399024,217.595317664211,147.030857,178.210241,136.859137,164.963946,129.86427,156.800348
270,229.961490625,205.2294,222.490063636364,223.525,217.78806875,239.97425,206.640286196293,230.011739455717,226.451417292192,222.490063636364,240.278853535641,217.919693738479,147.476982,178.843932,137.252807,165.552682,130.242877,157.382808
271,229.83629375,199.8127,222.336606060606,223.1634,218.1858125,238.8387,204.29298416376,229.611670681588,224.015421423658,222.340511075489,239.37124443515,218.176462552239,147.932809,179.469328,137.65655,166.132902,130.631705,157.956241
272,229.711096875,200.375,222.183148484848,223.5652,218.58355625,237.70315,201.987201962884,229.152972348502,221.335784660595,222.196026177932,238.339303289997,218.415473338577,148.399085,180.092576,138.07114,166.71085,131.031485,158.527196
273,229.5859,201.8661,222.029690909091,221.4751,218.9813,236.5676,199.733477165599,228.628424650286,218.552289620824,222.052495394022,237.213220105243,218.612439811835,148.875942,180.716801,138.496667,167.289748,131.442353,159.09888
274,228.5432,200.1658,221.876233333333,216.6465,219.0617,235.43205,197.542347343836,228.030807780769,215.804718922166,221.905805174087,236.02318488595,218.743075686354,149.363085,181.343074,138.932864,167.870728,131.86401,159.672529
275,227.5403,194.4237,221.722775757576,210.5205,219.3434,234.2965,195.424350069529,227.352901933775,213.232855182439,221.751841968455,234.799387637182,218.783094676477,149.859921,181.971389,139.379101,168.453963,132.295854,160.248246
276,226.4968,193.0054,221.569318181818,207.252,218.985725,233.16095,193.381758054616,226.536437432037,210.778448845194,221.63845946753,233.601807703023,218.703941414116,150.365686,182.601501,139.834636,169.03917,132.737108,160.825789
277,225.4531,193.5279,221.415860606061,207.3328,218.62805,232.0254,191.40674276568,225.582750103652,208.318616512714,221.571705677082,232.408614247895,218.524857022768,150.879517,183.232729,140.298587,169.625837,133.186899,161.404659
278,224.4089,193.2417,221.262403030303,208.4226,218.270375,230.88985,189.494689906624,224.5740284005,205.896190040916,221.48475852049,231.127282007368,218.293249954155,151.400528,183.864357,140.77006,170.213052,133.644331,161.9841
279,223.3643,188.1033,221.108945454545,206.4446,217.9127,229.7543,187.640985181353,223.59246077446,203.554001285718,221.310795921131,229.665285717012,218.056528659996,151.927812,184.49558,141.248149,170.800141,134.108479,162.563344
280,222.3194,180.8185,220.955487878788,199.1726,217.555025,228.61875,185.892925690775,222.58177971857,201.33940511319,221.110430008903,228.031761542502,217.760451343787,152.460521,185.125483,141.732007,171.386306,134.578483,163.141587
281,221.2741,179.0355,220.80203030303,195.2908,217.19735,227.4832,184.249282415961,221.478619530238,199.220944149678,220.936246570077,226.294583530287,217.365956951128,152.99785,185.753457,142.22081,171.970859,135.053534,163.718207
282,220.2284,181.2988,220.648572727273,196.0584,216.839675,226.34765,182.632651881053,220.354521367899,197.123231891512,220.709384012588,224.449333237098,216.943225046901,153.539041,186.378927,142.713795,172.553104,135.532869,164.292518
283,219.2629,183.1976,220.495115151515,197.3917,216.482,225.2121,180.965630610196,219.281026389986,194.97088183502,220.350980744372,222.491592219663,216.562435195988,154.0834,187.001182,143.210266,173.132567,136.015778,164.863978
284,218.2971,181.4957,220.341657575758,194.8033,216.124325,219.2227,179.294714677553,218.240691613811,192.732147245625,219.866117775883,220.295971294743,216.204273589816,154.630312,187.619547,143.70958,173.708583,136.50162,165.432053
285,217.2504,177.9326,220.1882,189.9089,215.76665,214.5922,177.688196332661,217.182169945366,190.467659756387,219.313304674456,217.853031924072,215.817918279132,155.179182,188.233774,144.211167,174.280792,136.989816,165.9963
286,216.2438,177.2017,219.2227,189.0589,215.408975,213.6654,176.101366362714,216.126146376104,188.240600415086,218.693822683354,215.332281631844,215.426286617789,155.729503,188.843518,144.714497,174.848737,137.479833,166.556266
287,215.116,177.3609,218.1764,189.0583,215.0513,214.6728,174.489515554906,215.093305897479,186.114150269504,218.008953045839,212.903227942255,215.052295959646,156.280802,189.448234,145.219083,175.412143,137.971201,167.111713
288,214.0281,175.578,217.1699,187.5208,214.693625,213.1011,172.785637035752,214.06116075369,184.098350024484,217.206198677564,210.420650778707,214.694609515144,156.832658,190.047747,145.724511,175.970656,138.463478,167.66229
289,213.0608,169.4656,216.0827,181.2494,214.33595,208.7857,171.002178883148,213.009607889267,182.142542750653,216.270432477838,207.734005714038,214.336699034064,157.384694,190.641834,146.230396,176.524156,138.956294,168.207828
290,211.9723,166.0644,215.116,174.2895,213.978275,203.0119,169.213614311363,211.962909346159,180.218863044473,215.258990665407,205.0048137466,213.978694679271,157.936576,191.230254,146.736394,177.072353,139.449295,168.748125
291,211.0045,167.0327,214.1087,173.0754,213.6206,199.779,167.494416534666,210.945327166314,178.299445502407,214.229209459014,202.394595874746,213.620726613628,158.487994,191.81292,147.242206,177.615166,139.942172,169.283048
292,210.0364,167.8797,213.0205,175.2599,213.262925,200.0619,165.919058767324,209.981123391679,176.356424720918,213.238425077406,200.064873096827,213.262925,159.038676,192.389782,147.747547,178.152418,140.434654,169.812414
293,209.0278,165.0854,212.0529,176.7569,212.90525,200.7086,164.401697444935,209.051723064587,174.431605725928,212.227541058952,198.037104813622,212.906726519235,159.588397,192.960567,148.252159,178.684078,140.926497,170.336217
294,208.019,160.4712,211.0852,174.3693,212.547575,197.7576,162.873051936679,208.13459479437,172.558910187454,211.143614929202,196.165437879054,212.552169379499,160.136923,193.525214,148.75585,179.210003,141.417476,170.854326
295,207.131,158.6484,210.1171,171.3748,212.1899,190.3556,161.432439857205,207.248065973474,170.698647668092,210.053213887665,194.360424471186,212.197286034628,160.684068,194.083956,149.258421,179.730267,141.907392,171.366759
296,206.2831,159.0903,209.0682,170.6057,211.832225,187.8875,160.179178821162,206.410463994343,168.811127730438,209.022905133854,192.532616768085,211.840108938459,161.229659,194.636603,149.759676,180.244746,142.396076,171.873476
297,205.3949,160.5031,208.019,170.2816,211.47455,189.9915,159.169885560613,205.610375045524,166.851691620969,208.019627024388,190.713405034269,211.51070419311,161.773548,195.183077,150.259481,180.753503,142.883362,172.374491
298,204.78884,161.3903,207.0503,167.4491,211.116875,191.8121,158.351086516379,204.83217206697,164.838530562093,206.989312887048,188.981162039409,211.217736651668,162.315597,195.723419,150.757701,181.256489,143.369117,172.869743
299,204.18278,158.92,206.0006,160.6124,210.7592,189.2633,157.656963866249,204.087862578249,162.826229080308,205.967022378079,187.316913719301,210.927136894424,162.855687,196.257733,151.254204,181.753775,143.853222,173.359328
300,203.57672,156.2476,205.1122,157.4172,210.401525,185.5407,157.021699788013,203.389454098925,160.86937170211,204.987815153727,185.70168600974,210.604835501669,163.393714,196.78603,151.748882,182.245314,144.33558,173.843219
301,202.97066,154.8698,204.2237,158.5889,210.04385,185.6621,156.37947645946,202.748954148562,159.022542953995,204.086750870239,184.116504846524,210.216763053693,163.929581,197.308348,152.241633,182.731246,144.816079,174.321495
302,202.3646,154.5028,203.2542,158.7498,209.686175,186.0213,155.828647853876,202.156581468576,157.155293683623,203.251292917468,182.610089222608,209.816935170639,164.46321,197.824696,152.732393,183.211531,145.294633,174.794184
303,201.75854,154.9851,202.2846,155.5545,209.3285,184.317,155.42934141973,201.601990302558,155.205807103113,202.449237822705,181.198074267265,209.438144573484,164.994525,198.335092,153.221066,183.68627,145.771169,175.261334
304,201.15248,155.1441,201.3552,150.9859,208.970825,178.0812,155.058399547592,201.096341423338,153.331616285653,201.686144948349,179.811860120763,209.014487493773,165.523465,198.839739,153.707612,184.155474,146.245623,175.722998
305,200.54642,154.6964,200.5874,149.2875,208.61315,172.2928,154.59266462803,200.650795603748,151.69025430443,200.967573656798,178.38284692337,208.480060163052,166.049977,199.338565,154.191953,184.619245,146.717936,176.17924
306,199.94036,154.5722,199.8598,149.69,208.255475,172.1258,154.084048486834,200.298032431324,150.325762191648,200.324197707383,176.924401711368,207.827884679817,166.574012,199.831731,154.674041,185.077576,147.188057,176.630115
307,199.3343,154.1649,199.3747,150.5779,207.8978,174.9514,153.634350740217,200.036851676423,149.143776695177,199.759610269876,175.484783064968,207.103240072112,167.095526,200.319208,155.153837,185.530629,147.655943,177.075702
308,199.2534,153.7172,199.213,151.1024,206.808,176.3217,153.195245464378,199.827594386108,148.094224461696,199.238749822345,174.047728440337,206.318607965804,167.614487,200.801093,155.631291,185.97839,148.121556,177.516049
309,199.2939,153.1885,199.1726,148.2311,205.7179,174.0919,152.718406735516,199.630601607437,147.12703213789,198.726554842854,172.596975293642,205.486469986759,168.130861,201.277527,156.106409,186.420979,148.584865,177.951214
310,199.4556,152.4576,198.4854,145.2799,204.5872,171.6602,152.15550862983,199.406214387473,146.192126370438,198.18796380947,171.116261081048,204.619307760843,168.644624,201.748588,156.57913,186.858414,149.045835,178.381317
311,199.3343,151.6054,197.8789,143.8643,203.4966,171.7763,151.496871833104,199.223941873976,145.390627626277,197.651414630895,169.593773544328,203.647957239628,169.155755,202.214209,157.049443,187.290823,149.504452,178.806357
312,199.6577,150.6318,197.4341,143.2971,202.4058,171.5689,150.77954597083,199.124537545097,144.767223328365,197.150409445331,168.054153214122,202.555960822204,169.664238,202.674477,157.517319,187.718192,149.960697,179.226466
313,199.4151,149.9009,196.9489,143.5379,201.3148,168.8545,150.025298528762,199.025208943483,144.187190557415,196.657483075095,166.535816729896,201.434859805716,170.170053,203.129701,157.982735,188.140711,150.414543,179.641695
314,199.0109,148.9273,196.2614,143.577,200.2235,162.7871,149.255896992658,198.843163611779,143.515806394139,196.145170342506,165.077180731119,200.376195487306,170.673197,203.579754,158.445712,188.558339,150.865992,180.052082
315,198.8896,148.2773,195.574,142.6866,199.213,160.1565,148.45619428663,198.578768311066,142.814074247777,195.595403619836,163.557378854814,199.344079105582,171.173654,204.024715,158.906214,188.971229,151.315028,180.457735
316,198.6066,147.5059,194.8864,142.9279,198.081,161.4429,147.608007615782,198.289486505037,142.193363051113,195.021809226227,161.908463935656,198.266107852137,171.671421,204.464703,159.364233,189.379383,151.761652,180.858756
317,198.2023,146.6537,194.3201,142.28,197.1106,161.6391,146.728550887354,197.978170790256,141.594498170179,194.4444629043,160.248231409589,197.179051953596,172.166493,204.899778,159.819763,189.782938,152.205847,181.255131
318,197.6768,145.8014,193.7539,141.6725,196.0593,158.3623,145.835038008589,197.647673763287,140.95830497101,193.883440396675,158.694476712556,196.119681636581,172.658873,205.330029,160.27282,190.181876,152.647614,181.646964
319,197.151,144.9492,193.2684,140.9033,195.0887,155.0875,144.944682886728,197.300848020694,140.225608819637,193.358817445974,157.364995280502,195.124767127718,173.148556,205.755537,160.723388,190.576376,153.087261,182.034342
320,196.7467,144.2183,192.8235,139.9321,194.1583,154.2342,144.047064689192,196.905795558734,139.404332072504,192.862764251097,156.264194100679,194.182525229209,173.635541,206.176355,161.171466,190.966409,153.524218,182.4173
321,196.3019,143.4065,192.3381,138.7183,193.2684,154.9541,143.127194082533,196.457899817498,138.544375507801,192.378216248385,155.299747114558,193.259973888883,174.119834,206.592471,161.61706,191.352114,153.95859,182.795988
322,195.8975,142.433,191.9335,137.6662,192.3785,156.1587,142.19543222269,196.000935559309,137.64953212418,191.911397036617,154.44435018941,192.362085051801,174.601439,207.004095,162.06017,191.733496,154.390256,183.170343
323,195.5335,141.2572,191.4885,136.2907,191.4885,156.7583,141.262140265602,195.578677546485,136.723594920294,191.468530214576,153.670699192506,191.493830663029,175.080362,207.411279,162.500798,192.110679,154.819609,183.540518
324,195.1695,140.2028,191.0435,135.1174,190.6389,154.169,140.313643676423,195.184669203703,135.739127455146,191.060395068936,153.049503807724,190.65256728588,175.556608,207.813997,162.938952,192.483643,155.246579,183.906566
325,194.7246,139.0271,190.6389,134.1866,189.7083,151.6212,139.3386481197,194.787089129355,134.686811442242,190.685167817864,152.61481369433,189.834025249826,176.030184,208.212315,163.374637,192.852561,155.671156,184.268509
326,194.401,138.2963,190.3152,133.5387,189.015933333333,150.6468,138.351085050463,194.391664846339,133.597617111992,190.330167457378,152.284334682675,189.040737149161,176.501098,208.606399,163.80786,193.2174,156.093358,184.626481
327,194.037,137.3632,189.951,132.3654,188.323566666667,150.7212,137.36488592374,194.004123877555,132.502514694805,189.982712983495,151.975772603112,188.275235578182,176.969352,208.996276,164.238629,193.578295,156.51318,184.980527
328,193.6326,136.3088,189.587,131.5154,187.6312,151.2796,136.39398219456,193.6301937459,131.432474421091,189.630123392233,151.606833285994,187.540053131186,177.434956,209.382,164.66695,193.935245,156.930638,185.330648
329,193.2684,135.4162,189.3037,130.5845,186.938833333333,151.3541,135.425854456106,193.271633388132,130.392195882619,189.284982011935,151.273462576885,186.827116591482,177.897938,209.763605,165.092833,194.288368,157.345723,185.676942
330,192.9044,134.5236,189.0205,129.6941,186.246466666667,150.662,134.448052667734,192.923244786001,129.356301764792,188.959179516277,151.051572745409,186.134069689639,178.358298,210.141151,165.516288,194.637641,157.758441,186.019446
331,192.5808,133.5907,188.6563,128.44,185.5541,151.019,133.474612333732,192.580320029897,128.310646938464,188.638995919271,150.828819258006,185.472020440835,178.816051,210.514774,165.937325,194.983222,158.1688,186.358276
332,192.2167,132.5767,188.3731,127.1455,184.861733333333,151.0533,132.519568958385,192.238151210207,127.241086274492,188.31071123493,150.492857581116,184.852076860249,179.271199,210.884513,166.355951,195.32508,158.576805,186.693423
333,191.893,131.6033,188.0494,126.0127,184.169366666667,150.9665,131.569632852712,191.900630873481,126.13848586154,187.97649161382,150.078087348932,184.277953021246,179.723748,211.250325,166.772177,195.663339,158.982465,187.024986
334,191.4885,130.63,187.6448,124.8799,183.477,150.4358,130.611724700616,191.572070287812,125.009624155721,187.646446897876,149.675299757464,183.742319924508,180.17373,211.612314,167.186013,195.997999,159.38579,187.353012
335,191.2457,129.6566,187.3615,123.9895,183.032,150.0262,129.660195565714,191.248389625903,123.864224579059,187.318772638162,149.256737615873,183.239720976187,180.621142,211.970638,167.597474,196.329164,159.786789,187.677509
336,191.003,128.8045,186.9569,122.8567,182.6274,149.1321,128.729396511622,190.925509060459,122.712010553578,186.991664385743,148.794643733324,182.764699582435,181.066001,212.325258,168.006555,196.656811,160.185472,187.998606
337,190.5984,127.912,186.6737,121.6027,182.3441,148.5207,127.833678601956,190.599348764182,121.562705501303,186.663317691684,148.26126091898,182.311799149402,181.508302,212.676231,168.413289,196.981089,160.58185,188.316338
338,190.3152,126.8174,186.35,120.4295,181.9395,147.5462,126.968570934061,190.274373595358,120.400391396233,186.332402071084,147.602711858275,181.905844608522,181.948088,213.02361,168.817681,197.301963,160.975935,188.630696
339,189.951,126.0462,185.9453,119.1756,181.5349,146.4506,126.12131206644,189.954439201736,119.216534372345,186.000336836888,146.836616906614,181.553636765629,182.385352,213.367481,169.219744,197.61955,161.367736,188.941766
340,189.6274,125.0325,185.6621,118.0429,181.2518,145.5165,125.293817254443,189.63455194022,118.03193409163,185.669442236927,146.042465378114,181.222682838482,182.820111,213.707883,169.61949,197.933844,161.757265,189.249576
341,189.3037,124.2612,185.3384,116.8698,180.9685,144.6228,124.488001753423,189.309718167711,116.867390216082,185.342038519034,145.299746586892,180.88049004484,183.252375,214.044864,170.016939,198.244944,162.144531,189.554207
342,188.98,123.7729,185.0147,115.6563,180.6045,144.1728,123.745363576553,188.982146288162,115.71337707254,185.018428969283,144.595932230293,180.539917815069,183.682159,214.378394,170.412087,198.552825,162.529553,189.855697
343,188.6563,123.0016,184.6909,114.6043,180.3212,143.8035,123.074506564613,188.655845743049,114.552347860543,184.697162921472,143.873244231458,180.226813534473,184.109474,214.708659,170.804949,198.857622,162.912338,190.154089
344,188.3731,122.3112,184.3672,113.2698,179.9976,143.3132,122.428004714356,188.328524445556,113.393070551131,184.377929695017,143.143297243199,179.928166353215,184.535086,215.259799,171.196636,199.607253,163.293983,190.903378
345,187.9685,121.54,184.0435,111.9757,179.6739,142.7825,121.75843202254,187.99789030887,112.244313115345,184.060418609335,142.417705918328,179.630965421459,184.959508,215.907834,171.588758,200.546743,163.676121,191.841632
346,187.6448,120.7283,183.8007,111.045,179.3503,141.8485,121.018362485919,187.661651246175,111.114843524225,183.744318983845,141.708084909654,179.32219988937,185.38479,216.418559,171.985596,201.223099,164.063032,192.513809
347,187.2806,120.24,183.4366,110.1546,179.0267,141.0759,120.26526106292,187.325727627674,110.001605900787,183.432872993954,141.024000730462,179.006286412453,185.811959,216.895769,172.388611,201.835327,164.456167,193.121369
348,186.9974,119.7921,183.1534,109.0623,178.6222,140.3034,119.544406001601,186.992537760683,108.897520926216,183.126515312033,140.355999718879,178.694747369292,186.242132,217.361282,172.800122,202.427167,164.857869,193.708315
349,186.5927,119.1016,182.7893,108.0912,178.3391,139.7324,118.790091233167,186.654536464067,107.805321408808,182.82072400295,139.687166264992,178.385230494672,186.676032,217.821559,173.221609,203.011816,165.269574,194.28776
350,186.3095,118.1688,182.4656,106.7972,178.0964,139.0001,117.936610688823,186.304178556689,106.727740156859,182.51097713157,139.000584758883,178.075383523377,187.114024,218.279655,173.653791,203.595125,165.692029,194.865845
351,185.9858,117.2763,182.1419,105.4629,177.7323,138.2679,116.99700717426,185.946407671502,105.677921381681,182.200564511955,138.287660990971,177.766073355091,187.556175,218.737087,174.096825,204.179951,166.125367,195.445291
352,185.6216,116.3435,181.8991,104.4111,177.4492,137.4954,116.020879321871,185.587624097752,104.656891893499,181.893400552622,137.557530477316,177.459247697789,188.002345,219.194388,174.550377,204.767657,166.569291,196.027465
353,185.2574,115.1279,181.5754,103.2786,177.166,136.6827,114.997354802913,185.222467638741,103.649208398983,181.585900210126,136.819872196458,177.154175498698,188.452242,219.651646,175.013858,205.358194,167.023201,196.612432
354,184.8528,113.9527,181.2922,102.59,176.883,136.0715,113.915561288639,184.845578097773,102.639427604802,181.274478441023,136.084365126939,176.850125705043,188.905487,220.108571,175.486488,205.951157,167.48633,197.199706
355,184.4077,112.5756,181.009,101.5786,176.5594,135.5006,112.764626450305,184.451595278151,101.612106217624,180.955550201866,135.3606882473,176.54636726405,189.361655,220.564944,175.967408,206.545947,167.957804,197.788762
356,184.0435,111.0371,180.6449,100.6883,176.2763,134.6476,111.539901297818,184.028732114545,100.608731592574,180.634000039254,134.63794908466,176.244418984668,189.820303,221.020446,176.455722,207.141712,168.43673,198.378794
357,183.6388,109.9428,180.3617,99.5962,175.9933,134.117,110.248784831412,183.581140403955,99.6453351978558,180.313418416237,133.907689590183,175.945004386677,190.280992,221.474439,176.950552,207.737745,168.922213,198.969022
358,183.2748,108.9698,179.9976,98.7058,175.6293,133.2641,108.898476707839,183.127368243182,98.6682899097562,179.98827916405,133.18324037848,175.646199483543,190.743301,221.926697,177.451025,208.333058,169.413395,199.558529
359,182.8297,107.3105,179.6739,97.5734,175.3058,132.3709,107.496176583847,182.685963729027,97.6239686045614,179.653056113926,132.477932064162,175.346080288733,191.206829,222.376941,177.956342,208.927012,169.909463,200.146623
360,182.3037,106.0954,179.2694,96.5216,174.9823,131.7195,105.99745089455,182.248901051332,96.5455396363891,179.309527809373,131.787918295969,175.045714222037,191.671206,222.824579,178.465747,209.518987,170.409664,200.732614
361,181.7777,105.0821,178.9054,95.5909,174.7397,131.1487,104.388931542207,181.801095212737,95.4792237483792,178.961808619849,131.102421966846,174.746670828633,192.136091,223.269589,178.978545,210.108122,170.913301,201.315967
362,181.2113,103.5444,178.5413,94.5393,174.4566,130.175,102.724416384291,181.350505529239,94.3909724003507,178.607876115516,130.424377557712,174.447779310066,192.601174,223.711578,179.494101,210.694053,171.419742,201.896052
363,180.8472,101.5228,178.2177,93.4068,174.1332,129.6042,101.057703278273,180.905091316834,93.246737052123,178.245707866533,129.756719549482,174.147868867882,193.066168,224.150272,180.01184,211.276383,171.928409,202.472439
364,180.3212,99.7034,177.9346,92.2745,173.8502,129.1139,99.4425900816261,180.472811891518,92.0124691635151,177.873281443062,129.102382423076,173.845768703627,193.530823,224.585664,180.53124,211.854437,172.438778,203.044658
365,179.7144,97.6021,177.5705,90.5775,173.5672,128.4224,97.8234601806927,180.061178346805,90.7077415881249,177.488633270648,128.475589264682,173.544228689866,193.994909,225.017411,181.051829,212.42803,172.950382,203.612429
366,179.4312,95.985,177.1256,89.1227,173.2842,127.9724,96.1469139474303,179.663390842993,89.3623912949171,177.093589797164,127.875419445039,173.244540952763,194.458222,225.445493,181.573188,212.996972,173.462794,204.175485
367,179.2694,93.7639,176.7616,87.7083,172.9608,127.2405,94.4700747177299,179.265942296249,87.9577659167613,176.691813626258,127.282091871888,172.943348074263,194.920577,225.869811,182.09493,213.560759,173.975631,204.733549
368,178.9863,91.9061,176.3168,86.5761,172.5971,126.6697,92.8500658274829,178.855325622741,86.475213086527,176.286967361579,126.675825452969,172.63729263631,195.381811,226.290215,182.616714,214.119356,174.488552,205.286399
369,178.6627,90.6926,175.8719,84.8394,172.3141,126.26,91.284367347887,178.439237059582,84.8690279088812,175.87072846283,126.088433503056,172.327239865582,195.841776,226.706686,183.138238,214.672709,175.001255,205.833891
370,178.2582,88.9562,175.3867,83.667,172.0311,125.4476,89.7333447401247,178.029683536427,83.1429749977159,175.438567870872,125.540753285152,172.01574042848,196.300346,227.119139,183.65923,215.220388,175.513467,206.375889
371,177.8537,88.2257,175.0632,82.1723,171.7078,124.7561,88.1984494250645,177.619624008262,81.3526062497381,174.999838411094,124.996539629333,171.701965066534,196.757403,227.527636,184.179448,215.762606,176.024943,206.912403
372,177.2469,87.5757,174.5779,80.0334,171.4249,124.1451,86.6811328235749,177.202017430071,79.5534735616548,174.563892908886,124.419547365678,171.385084521272,197.212843,227.932025,184.698674,216.299157,176.535468,207.443253
373,176.7212,85.9604,174.0928,78.1769,171.0208,123.6146,85.1828463565242,176.769822756838,77.801128830173,174.14008418964,123.773531324264,171.064269534224,197.666578,228.332389,185.216715,216.829918,177.044844,207.968442
374,176.2763,84.466,173.729,75.8378,170.7379,123.2049,83.6953749325978,176.314251972417,76.0320915317745,173.726725399525,123.101615777166,170.744858564525,198.118527,228.728771,185.733397,217.355084,177.552901,208.487881
375,175.7506,82.5701,173.2438,73.6604,170.3743,122.6341,82.2181115818911,175.839987354941,74.191819494131,173.315340711379,122.439063454937,170.427855204118,198.568619,229.120989,186.248565,217.874433,178.059483,209.001636
376,175.3058,80.9559,172.7588,71.6846,170.0915,122.0231,80.7639199073877,175.360193300813,72.3492721407345,172.905099490594,121.737836875371,170.105927893742,199.016784,229.509306,186.762088,218.38805,178.564458,209.509725
377,174.861,78.9807,172.3141,70.0308,169.7683,121.2109,79.3456635120716,174.888034206437,70.573408895077,172.495171102561,120.94989855626,169.771745074134,199.462983,229.893597,187.273842,218.896,179.067701,210.012115
378,174.3353,77.4076,172.0715,68.1362,169.4047,120.2378,77.9244116163398,174.419133635744,68.8566891024224,172.091478303007,120.073631688119,169.425840441012,199.907166,230.273861,187.783721,219.398234,179.569106,210.508817
379,173.9311,76.2359,171.8291,66.6837,169.0815,119.1843,76.4799031903826,173.943516953576,67.1495437603835,171.696291532869,119.141261639315,169.073416659094,200.349294,230.650299,188.291631,219.894818,180.068578,210.999879
380,173.4055,74.7436,171.3845,65.633,168.7583,118.0506,75.0530064618733,173.465951257695,65.4578897709756,171.303301685356,118.155514194428,168.714145622618,200.789328,231.022735,188.797488,220.385753,180.566035,211.485337
381,173.0416,73.4921,170.9804,64.7027,168.4352,116.9572,73.6845896584851,172.991203645863,63.787644036214,170.906199653674,117.119115138034,168.347699225823,201.227249,231.391335,189.301218,220.871214,181.061402,211.965328
382,172.5971,72.4812,170.5763,62.6082,168.0717,116.065,72.4155210078916,172.524041215844,62.1447234581143,170.49867633103,116.034790254713,167.973749362948,201.663016,231.756124,189.802757,221.351068,181.554615,212.439792
383,172.1524,71.3101,170.0915,60.6348,167.6274,115.2532,71.2765232873766,172.059123766198,60.5222142597529,170.08427910747,114.84625484509,167.581710505094,202.096607,232.117116,190.30205,221.825476,182.045617,212.908833
384,171.627,70.059,169.6875,58.8624,167.2236,113.8387,70.2358371568734,171.591963757804,58.9158278110579,169.668591660414,113.548572431422,167.171516081123,202.528004,232.474387,190.799044,222.294581,182.534358,213.372459
385,171.1421,69.0484,169.2027,57.5312,166.7795,112.746,69.2406076680294,171.128607281903,57.335418734322,169.248359314133,112.221491130731,166.758616421923,202.957193,232.827911,191.293699,222.7582,183.020797,213.830794
386,170.6571,68.038,168.7987,56.2403,166.4161,111.3724,68.2379798724918,170.675100429737,55.7908416518377,168.820327392893,110.944759060044,166.358461858376,203.384161,233.17785,191.785976,223.216675,183.504897,214.283936
387,170.2127,67.1076,168.3544,54.0681,165.9316,109.4773,67.2834599615046,170.2329415896,54.2787031376016,168.378503079777,109.689551423056,165.968027277571,203.8089,233.524121,192.275846,223.66993,183.986622,214.731916
388,169.6875,66.4977,167.9505,52.2569,165.4472,107.5832,66.4272054480454,169.798056749956,52.7891569943183,167.923655293961,108.392264474119,165.575254362029,204.231402,233.866844,192.763278,224.117976,184.465949,215.174729
389,169.2835,65.7275,167.4255,50.8465,165.0033,106.1307,65.6083383663624,169.3681334023,51.322378687343,167.462671963856,107.080477906236,165.182043635781,204.651661,234.206118,193.248253,224.561061,184.942853,215.612435
390,168.8391,64.677,167.0217,49.5563,164.5593,105.5605,64.7659807507036,168.940859038127,49.8785436820306,167.002441017874,105.78177141241,164.790295622861,205.069664,234.541801,193.730753,224.999071,185.417317,216.045274
391,168.4352,63.8669,166.618,47.9861,164.3172,104.7098,63.8392546353171,168.513921148932,48.4578274437362,166.549850384425,104.523724685644,164.401910847301,205.485425,234.874166,194.21076,225.432183,185.889325,216.473256
392,168.1121,63.1368,166.1738,46.8561,164.0751,103.4984,62.8691960245514,168.109584538261,47.0838589396543,166.101432061331,103.317482694094,164.02384261544,205.898942,235.203116,194.688263,225.860479,186.358864,216.896374
393,167.7486,62.2466,165.6894,45.9261,163.7927,101.9671,61.9116912940914,167.731447866855,45.7599096381815,165.65125204311,102.1400987461,163.655430403423,206.310215,235.528709,195.163252,226.283953,186.825925,217.314736
394,167.3043,61.2764,165.1243,44.8361,163.4296,100.5563,60.9281380351896,167.349199412,44.4556187564765,165.202499253221,100.968015044949,163.287153989988,206.719248,235.851104,195.63572,226.702722,187.290499,217.728314
